nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
East Of England,2020-02-29,0,0,0,0,0,0,FALSE
East Of England,2020-03-01,0,0,0,0,0,0,FALSE
East Of England,2020-03-02,1,1,0,0,1,1,FALSE
East Of England,2020-03-03,0,1,0,0,0,1,FALSE
East Of England,2020-03-04,0,1,0,0,0,1,FALSE
East Of England,2020-03-05,0,1,0,0,0,1,FALSE
East Of England,2020-03-06,1,2,0,0,1,2,FALSE
East Of England,2020-03-07,0,2,0,0,0,2,FALSE
East Of England,2020-03-08,0,2,0,0,0,2,FALSE
East Of England,2020-03-09,1,3,0,0,1,3,FALSE
East Of England,2020-03-10,0,3,0,0,0,3,FALSE
East Of England,2020-03-11,0,3,0,0,0,3,FALSE
East Of England,2020-03-12,0,3,0,0,0,3,FALSE
East Of England,2020-03-13,1,4,0,0,1,4,FALSE
East Of England,2020-03-14,2,6,0,0,2,6,FALSE
East Of England,2020-03-15,2,8,0,0,2,8,FALSE
East Of England,2020-03-16,1,9,0,0,1,9,FALSE
East Of England,2020-03-17,1,10,0,0,1,10,FALSE
East Of England,2020-03-18,5,15,0,0,5,15,FALSE
East Of England,2020-03-19,4,19,0,0,4,19,FALSE
East Of England,2020-03-20,2,21,0,0,2,21,FALSE
East Of England,2020-03-21,11,32,0,0,11,32,FALSE
East Of England,2020-03-22,12,44,0,0,12,44,FALSE
East Of England,2020-03-23,11,55,0,0,11,55,FALSE
East Of England,2020-03-24,19,74,0,0,19,74,FALSE
East Of England,2020-03-25,26,100,0,0,26,100,FALSE
East Of England,2020-03-26,36,136,0,0,36,136,FALSE
East Of England,2020-03-27,38,174,0,0,38,174,FALSE
East Of England,2020-03-28,28,202,0,0,28,202,FALSE
East Of England,2020-03-29,43,245,0,0,43,245,FALSE
East Of England,2020-03-30,46,291,1,1,47,292,FALSE
East Of England,2020-03-31,70,361,0,1,70,362,FALSE
East Of England,2020-04-01,63,424,0,1,63,425,FALSE
East Of England,2020-04-02,65,489,0,1,65,490,FALSE
East Of England,2020-04-03,80,569,0,1,80,570,FALSE
East Of England,2020-04-04,71,640,0,1,71,641,FALSE
East Of England,2020-04-05,76,716,0,1,76,717,FALSE
East Of England,2020-04-06,71,787,0,1,71,788,FALSE
East Of England,2020-04-07,93,880,0,1,93,881,FALSE
East Of England,2020-04-08,111,991,0,1,111,992,FALSE
East Of England,2020-04-09,87,1078,0,1,87,1079,FALSE
East Of England,2020-04-10,74,1152,0,1,74,1153,FALSE
East Of England,2020-04-11,92,1244,0,1,92,1245,FALSE
East Of England,2020-04-12,100,1344,0,1,100,1345,FALSE
East Of England,2020-04-13,78,1422,0,1,78,1423,FALSE
East Of England,2020-04-14,61,1483,0,1,61,1484,FALSE
East Of England,2020-04-15,82,1565,0,1,82,1566,FALSE
East Of England,2020-04-16,74,1639,0,1,74,1640,FALSE
East Of England,2020-04-17,86,1725,0,1,86,1726,FALSE
East Of England,2020-04-18,64,1789,0,1,64,1790,FALSE
East Of England,2020-04-19,67,1856,0,1,67,1857,FALSE
East Of England,2020-04-20,67,1923,0,1,67,1924,FALSE
East Of England,2020-04-21,75,1998,0,1,75,1999,FALSE
East Of England,2020-04-22,67,2065,0,1,67,2066,FALSE
East Of England,2020-04-23,49,2114,0,1,49,2115,FALSE
East Of England,2020-04-24,66,2180,4,5,70,2185,FALSE
East Of England,2020-04-25,54,2234,1,6,55,2240,FALSE
East Of England,2020-04-26,48,2282,4,10,52,2292,FALSE
East Of England,2020-04-27,46,2328,3,13,49,2341,FALSE
East Of England,2020-04-28,58,2386,8,21,66,2407,FALSE
East Of England,2020-04-29,32,2418,6,27,38,2445,FALSE
East Of England,2020-04-30,45,2463,5,32,50,2495,FALSE
East Of England,2020-05-01,49,2512,6,38,55,2550,FALSE
East Of England,2020-05-02,29,2541,4,42,33,2583,FALSE
East Of England,2020-05-03,41,2582,3,45,44,2627,FALSE
East Of England,2020-05-04,19,2601,4,49,23,2650,FALSE
East Of England,2020-05-05,37,2638,3,52,40,2690,FALSE
East Of England,2020-05-06,32,2670,7,59,39,2729,FALSE
East Of England,2020-05-07,33,2703,3,62,36,2765,FALSE
East Of England,2020-05-08,33,2736,4,66,37,2802,FALSE
East Of England,2020-05-09,29,2765,1,67,30,2832,FALSE
East Of England,2020-05-10,22,2787,6,73,28,2860,FALSE
East Of England,2020-05-11,18,2805,5,78,23,2883,FALSE
East Of England,2020-05-12,21,2826,2,80,23,2906,FALSE
East Of England,2020-05-13,27,2853,5,85,32,2938,FALSE
East Of England,2020-05-14,26,2879,4,89,30,2968,FALSE
East Of England,2020-05-15,19,2898,2,91,21,2989,FALSE
East Of England,2020-05-16,26,2924,1,92,27,3016,FALSE
East Of England,2020-05-17,17,2941,5,97,22,3038,FALSE
East Of England,2020-05-18,25,2966,2,99,27,3065,FALSE
East Of England,2020-05-19,15,2981,7,106,22,3087,FALSE
East Of England,2020-05-20,26,3007,0,106,26,3113,FALSE
East Of England,2020-05-21,21,3028,3,109,24,3137,FALSE
East Of England,2020-05-22,13,3041,8,117,21,3158,FALSE
East Of England,2020-05-23,12,3053,4,121,16,3174,FALSE
East Of England,2020-05-24,17,3070,2,123,19,3193,FALSE
East Of England,2020-05-25,25,3095,0,123,25,3218,FALSE
East Of England,2020-05-26,14,3109,4,127,18,3236,FALSE
East Of England,2020-05-27,12,3121,4,131,16,3252,FALSE
East Of England,2020-05-28,17,3138,0,131,17,3269,FALSE
East Of England,2020-05-29,16,3154,3,134,19,3288,FALSE
East Of England,2020-05-30,9,3163,4,138,13,3301,FALSE
East Of England,2020-05-31,8,3171,3,141,11,3312,FALSE
East Of England,2020-06-01,17,3188,1,142,18,3330,FALSE
East Of England,2020-06-02,14,3202,2,144,16,3346,FALSE
East Of England,2020-06-03,10,3212,2,146,12,3358,FALSE
East Of England,2020-06-04,7,3219,0,146,7,3365,FALSE
East Of England,2020-06-05,14,3233,3,149,17,3382,FALSE
East Of England,2020-06-06,5,3238,1,150,6,3388,FALSE
East Of England,2020-06-07,9,3247,0,150,9,3397,FALSE
East Of England,2020-06-08,7,3254,1,151,8,3405,FALSE
East Of England,2020-06-09,6,3260,4,155,10,3415,FALSE
East Of England,2020-06-10,8,3268,2,157,10,3425,FALSE
East Of England,2020-06-11,1,3269,0,157,1,3426,FALSE
East Of England,2020-06-12,9,3278,0,157,9,3435,FALSE
East Of England,2020-06-13,5,3283,1,158,6,3441,FALSE
East Of England,2020-06-14,4,3287,1,159,5,3446,FALSE
East Of England,2020-06-15,8,3295,2,161,10,3456,FALSE
East Of England,2020-06-16,3,3298,0,161,3,3459,FALSE
East Of England,2020-06-17,7,3305,1,162,8,3467,FALSE
East Of England,2020-06-18,4,3309,2,164,6,3473,FALSE
East Of England,2020-06-19,7,3316,0,164,7,3480,FALSE
East Of England,2020-06-20,4,3320,1,165,5,3485,FALSE
East Of England,2020-06-21,3,3323,2,167,5,3490,FALSE
East Of England,2020-06-22,6,3329,1,168,7,3497,FALSE
East Of England,2020-06-23,5,3334,4,172,9,3506,FALSE
East Of England,2020-06-24,4,3338,0,172,4,3510,FALSE
East Of England,2020-06-25,1,3339,1,173,2,3512,FALSE
East Of England,2020-06-26,6,3345,3,176,9,3521,FALSE
East Of England,2020-06-27,6,3351,1,177,7,3528,FALSE
East Of England,2020-06-28,8,3359,0,177,8,3536,FALSE
East Of England,2020-06-29,4,3363,1,178,5,3541,FALSE
East Of England,2020-06-30,5,3368,3,181,8,3549,FALSE
East Of England,2020-07-01,2,3370,1,182,3,3552,FALSE
East Of England,2020-07-02,5,3375,0,182,5,3557,FALSE
East Of England,2020-07-03,0,3375,1,183,1,3558,FALSE
East Of England,2020-07-04,3,3378,2,185,5,3563,FALSE
East Of England,2020-07-05,1,3379,1,186,2,3565,FALSE
East Of England,2020-07-06,2,3381,0,186,2,3567,FALSE
East Of England,2020-07-07,2,3383,1,187,3,3570,FALSE
East Of England,2020-07-08,0,3383,3,190,3,3573,FALSE
East Of England,2020-07-09,8,3391,1,191,9,3582,FALSE
East Of England,2020-07-10,4,3395,2,193,6,3588,FALSE
East Of England,2020-07-11,2,3397,0,193,2,3590,FALSE
East Of England,2020-07-12,1,3398,1,194,2,3592,FALSE
East Of England,2020-07-13,8,3406,1,195,9,3601,FALSE
East Of England,2020-07-14,2,3408,1,196,3,3604,FALSE
East Of England,2020-07-15,0,3408,3,199,3,3607,FALSE
East Of England,2020-07-16,0,3408,1,200,1,3608,FALSE
East Of England,2020-07-17,0,3408,0,200,0,3608,FALSE
East Of England,2020-07-18,0,3408,0,200,0,3608,FALSE
East Of England,2020-07-19,1,3409,0,200,1,3609,FALSE
East Of England,2020-07-20,1,3410,0,200,1,3610,FALSE
East Of England,2020-07-21,1,3411,0,200,1,3611,FALSE
East Of England,2020-07-22,2,3413,1,201,3,3614,FALSE
East Of England,2020-07-23,1,3414,1,202,2,3616,FALSE
East Of England,2020-07-24,1,3415,0,202,1,3617,FALSE
East Of England,2020-07-25,0,3415,1,203,1,3618,FALSE
East Of England,2020-07-26,1,3416,0,203,1,3619,FALSE
East Of England,2020-07-27,1,3417,0,203,1,3620,FALSE
East Of England,2020-07-28,2,3419,0,203,2,3622,FALSE
East Of England,2020-07-29,0,3419,1,204,1,3623,FALSE
East Of England,2020-07-30,0,3419,1,205,1,3624,FALSE
East Of England,2020-07-31,1,3420,1,206,2,3626,FALSE
East Of England,2020-08-01,0,3420,0,206,0,3626,FALSE
East Of England,2020-08-02,0,3420,0,206,0,3626,FALSE
East Of England,2020-08-03,0,3420,0,206,0,3626,FALSE
East Of England,2020-08-04,1,3421,1,207,2,3628,FALSE
East Of England,2020-08-05,1,3422,0,207,1,3629,FALSE
East Of England,2020-08-06,0,3422,1,208,1,3630,FALSE
East Of England,2020-08-07,1,3423,0,208,1,3631,FALSE
East Of England,2020-08-08,0,3423,0,208,0,3631,FALSE
East Of England,2020-08-09,0,3423,1,209,1,3632,FALSE
East Of England,2020-08-10,1,3424,0,209,1,3633,FALSE
East Of England,2020-08-11,2,3426,0,209,2,3635,FALSE
East Of England,2020-08-12,1,3427,0,209,1,3636,FALSE
East Of England,2020-08-13,0,3427,1,210,1,3637,FALSE
East Of England,2020-08-14,1,3428,0,210,1,3638,FALSE
East Of England,2020-08-15,1,3429,2,212,3,3641,FALSE
East Of England,2020-08-16,0,3429,0,212,0,3641,FALSE
East Of England,2020-08-17,0,3429,0,212,0,3641,FALSE
East Of England,2020-08-18,2,3431,1,213,3,3644,FALSE
East Of England,2020-08-19,1,3432,1,214,2,3646,FALSE
East Of England,2020-08-20,1,3433,0,214,1,3647,FALSE
East Of England,2020-08-21,0,3433,0,214,0,3647,FALSE
East Of England,2020-08-22,1,3434,1,215,2,3649,FALSE
East Of England,2020-08-23,1,3435,0,215,1,3650,FALSE
East Of England,2020-08-24,0,3435,0,215,0,3650,FALSE
East Of England,2020-08-25,0,3435,0,215,0,3650,FALSE
East Of England,2020-08-26,1,3436,2,217,3,3653,FALSE
East Of England,2020-08-27,1,3437,0,217,1,3654,FALSE
East Of England,2020-08-28,0,3437,0,217,0,3654,FALSE
East Of England,2020-08-29,0,3437,1,218,1,3655,FALSE
East Of England,2020-08-30,0,3437,0,218,0,3655,FALSE
East Of England,2020-08-31,0,3437,0,218,0,3655,FALSE
East Of England,2020-09-01,0,3437,0,218,0,3655,FALSE
East Of England,2020-09-02,0,3437,0,218,0,3655,FALSE
East Of England,2020-09-03,1,3438,0,218,1,3656,FALSE
East Of England,2020-09-04,1,3439,0,218,1,3657,FALSE
East Of England,2020-09-05,0,3439,0,218,0,3657,FALSE
East Of England,2020-09-06,1,3440,0,218,1,3658,FALSE
East Of England,2020-09-07,0,3440,0,218,0,3658,FALSE
East Of England,2020-09-08,0,3440,1,219,1,3659,FALSE
East Of England,2020-09-09,0,3440,0,219,0,3659,FALSE
East Of England,2020-09-10,0,3440,1,220,1,3660,FALSE
East Of England,2020-09-11,0,3440,0,220,0,3660,FALSE
East Of England,2020-09-12,0,3440,0,220,0,3660,FALSE
East Of England,2020-09-13,1,3441,0,220,1,3661,FALSE
East Of England,2020-09-14,1,3442,0,220,1,3662,FALSE
East Of England,2020-09-15,0,3442,0,220,0,3662,FALSE
East Of England,2020-09-16,0,3442,0,220,0,3662,FALSE
East Of England,2020-09-17,0,3442,1,221,1,3663,FALSE
East Of England,2020-09-18,0,3442,0,221,0,3663,FALSE
East Of England,2020-09-19,0,3442,1,222,1,3664,FALSE
East Of England,2020-09-20,2,3444,0,222,2,3666,FALSE
East Of England,2020-09-21,0,3444,0,222,0,3666,FALSE
East Of England,2020-09-22,2,3446,0,222,2,3668,FALSE
East Of England,2020-09-23,1,3447,0,222,1,3669,FALSE
East Of England,2020-09-24,0,3447,0,222,0,3669,FALSE
East Of England,2020-09-25,1,3448,0,222,1,3670,FALSE
East Of England,2020-09-26,1,3449,0,222,1,3671,FALSE
East Of England,2020-09-27,1,3450,1,223,2,3673,FALSE
East Of England,2020-09-28,2,3452,0,223,2,3675,FALSE
East Of England,2020-09-29,2,3454,0,223,2,3677,FALSE
East Of England,2020-09-30,2,3456,1,224,3,3680,FALSE
East Of England,2020-10-01,2,3458,0,224,2,3682,FALSE
East Of England,2020-10-02,1,3459,0,224,1,3683,FALSE
East Of England,2020-10-03,1,3460,0,224,1,3684,FALSE
East Of England,2020-10-04,0,3460,0,224,0,3684,FALSE
East Of England,2020-10-05,0,3460,0,224,0,3684,FALSE
East Of England,2020-10-06,4,3464,0,224,4,3688,FALSE
East Of England,2020-10-07,6,3470,0,224,6,3694,FALSE
East Of England,2020-10-08,3,3473,0,224,3,3697,FALSE
East Of England,2020-10-09,1,3474,1,225,2,3699,FALSE
East Of England,2020-10-10,6,3480,0,225,6,3705,FALSE
East Of England,2020-10-11,2,3482,1,226,3,3708,FALSE
East Of England,2020-10-12,2,3484,0,226,2,3710,FALSE
East Of England,2020-10-13,1,3485,0,226,1,3711,FALSE
East Of England,2020-10-14,3,3488,0,226,3,3714,FALSE
East Of England,2020-10-15,4,3492,0,226,4,3718,FALSE
East Of England,2020-10-16,5,3497,0,226,5,3723,FALSE
East Of England,2020-10-17,6,3503,0,226,6,3729,FALSE
East Of England,2020-10-18,7,3510,1,227,8,3737,FALSE
East Of England,2020-10-19,5,3515,0,227,5,3742,FALSE
East Of England,2020-10-20,9,3524,0,227,9,3751,FALSE
East Of England,2020-10-21,8,3532,0,227,8,3759,FALSE
East Of England,2020-10-22,7,3539,1,228,8,3767,FALSE
East Of England,2020-10-23,14,3553,1,229,15,3782,FALSE
East Of England,2020-10-24,1,3554,0,229,1,3783,FALSE
East Of England,2020-10-25,10,3564,1,230,11,3794,FALSE
East Of England,2020-10-26,10,3574,0,230,10,3804,FALSE
East Of England,2020-10-27,8,3582,0,230,8,3812,FALSE
East Of England,2020-10-28,12,3594,0,230,12,3824,FALSE
East Of England,2020-10-29,10,3604,0,230,10,3834,FALSE
East Of England,2020-10-30,12,3616,0,230,12,3846,FALSE
East Of England,2020-10-31,15,3631,0,230,15,3861,FALSE
East Of England,2020-11-01,14,3645,1,231,15,3876,FALSE
East Of England,2020-11-02,9,3654,2,233,11,3887,FALSE
East Of England,2020-11-03,14,3668,0,233,14,3901,FALSE
East Of England,2020-11-04,11,3679,1,234,12,3913,FALSE
East Of England,2020-11-05,12,3691,1,235,13,3926,FALSE
East Of England,2020-11-06,19,3710,0,235,19,3945,FALSE
East Of England,2020-11-07,10,3720,0,235,10,3955,FALSE
East Of England,2020-11-08,13,3733,0,235,13,3968,FALSE
East Of England,2020-11-09,16,3749,0,235,16,3984,FALSE
East Of England,2020-11-10,26,3775,3,238,29,4013,FALSE
East Of England,2020-11-11,14,3789,1,239,15,4028,FALSE
East Of England,2020-11-12,14,3803,0,239,14,4042,FALSE
East Of England,2020-11-13,21,3824,2,241,23,4065,FALSE
East Of England,2020-11-14,19,3843,1,242,20,4085,FALSE
East Of England,2020-11-15,13,3856,3,245,16,4101,FALSE
East Of England,2020-11-16,11,3867,2,247,13,4114,FALSE
East Of England,2020-11-17,17,3884,2,249,19,4133,FALSE
East Of England,2020-11-18,19,3903,0,249,19,4152,FALSE
East Of England,2020-11-19,23,3926,5,254,28,4180,FALSE
East Of England,2020-11-20,24,3950,1,255,25,4205,FALSE
East Of England,2020-11-21,19,3969,2,257,21,4226,FALSE
East Of England,2020-11-22,21,3990,2,259,23,4249,FALSE
East Of England,2020-11-23,18,4008,1,260,19,4268,FALSE
East Of England,2020-11-24,21,4029,0,260,21,4289,FALSE
East Of England,2020-11-25,19,4048,1,261,20,4309,FALSE
East Of England,2020-11-26,19,4067,0,261,19,4328,FALSE
East Of England,2020-11-27,14,4081,1,262,15,4343,FALSE
East Of England,2020-11-28,28,4109,0,262,28,4371,FALSE
East Of England,2020-11-29,19,4128,1,263,20,4391,FALSE
East Of England,2020-11-30,22,4150,2,265,24,4415,FALSE
East Of England,2020-12-01,26,4176,1,266,27,4442,FALSE
East Of England,2020-12-02,18,4194,2,268,20,4462,FALSE
East Of England,2020-12-03,24,4218,0,268,24,4486,FALSE
East Of England,2020-12-04,25,4243,2,270,27,4513,FALSE
East Of England,2020-12-05,25,4268,1,271,26,4539,FALSE
East Of England,2020-12-06,22,4290,1,272,23,4562,FALSE
East Of England,2020-12-07,16,4306,1,273,17,4579,FALSE
East Of England,2020-12-08,26,4332,2,275,28,4607,FALSE
East Of England,2020-12-09,20,4352,0,275,20,4627,FALSE
East Of England,2020-12-10,32,4384,1,276,33,4660,FALSE
East Of England,2020-12-11,32,4416,1,277,33,4693,FALSE
East Of England,2020-12-12,27,4443,0,277,27,4720,FALSE
East Of England,2020-12-13,25,4468,0,277,25,4745,FALSE
East Of England,2020-12-14,32,4500,5,282,37,4782,FALSE
East Of England,2020-12-15,35,4535,2,284,37,4819,FALSE
East Of England,2020-12-16,29,4564,2,286,31,4850,FALSE
East Of England,2020-12-17,44,4608,1,287,45,4895,FALSE
East Of England,2020-12-18,44,4652,2,289,46,4941,FALSE
East Of England,2020-12-19,54,4706,1,290,55,4996,FALSE
East Of England,2020-12-20,52,4758,1,291,53,5049,FALSE
East Of England,2020-12-21,66,4824,2,293,68,5117,FALSE
East Of England,2020-12-22,52,4876,8,301,60,5177,FALSE
East Of England,2020-12-23,62,4938,3,304,65,5242,FALSE
East Of England,2020-12-24,61,4999,3,307,64,5306,FALSE
East Of England,2020-12-25,58,5057,2,309,60,5366,FALSE
East Of England,2020-12-26,64,5121,4,313,68,5434,FALSE
East Of England,2020-12-27,54,5175,0,313,54,5488,FALSE
East Of England,2020-12-28,71,5246,3,316,74,5562,FALSE
East Of England,2020-12-29,55,5301,1,317,56,5618,FALSE
East Of England,2020-12-30,76,5377,6,323,82,5700,FALSE
East Of England,2020-12-31,82,5459,4,327,86,5786,FALSE
East Of England,2021-01-01,90,5549,2,329,92,5878,FALSE
East Of England,2021-01-02,66,5615,5,334,71,5949,FALSE
East Of England,2021-01-03,79,5694,12,346,91,6040,FALSE
East Of England,2021-01-04,88,5782,5,351,93,6133,FALSE
East Of England,2021-01-05,103,5885,8,359,111,6244,FALSE
East Of England,2021-01-06,100,5985,5,364,105,6349,FALSE
East Of England,2021-01-07,114,6099,8,372,122,6471,FALSE
East Of England,2021-01-08,97,6196,6,378,103,6574,FALSE
East Of England,2021-01-09,133,6329,10,388,143,6717,FALSE
East Of England,2021-01-10,125,6454,6,394,131,6848,FALSE
East Of England,2021-01-11,126,6580,5,399,131,6979,FALSE
East Of England,2021-01-12,131,6711,10,409,141,7120,FALSE
East Of England,2021-01-13,131,6842,10,419,141,7261,FALSE
East Of England,2021-01-14,128,6970,3,422,131,7392,FALSE
East Of England,2021-01-15,119,7089,7,429,126,7518,FALSE
East Of England,2021-01-16,132,7221,8,437,140,7658,FALSE
East Of England,2021-01-17,134,7355,13,450,147,7805,FALSE
East Of England,2021-01-18,120,7475,3,453,123,7928,FALSE
East Of England,2021-01-19,129,7604,3,456,132,8060,FALSE
East Of England,2021-01-20,148,7752,6,462,154,8214,FALSE
East Of England,2021-01-21,136,7888,6,468,142,8356,FALSE
East Of England,2021-01-22,123,8011,9,477,132,8488,FALSE
East Of England,2021-01-23,102,8113,9,486,111,8599,FALSE
East Of England,2021-01-24,101,8214,1,487,102,8701,FALSE
East Of England,2021-01-25,114,8328,7,494,121,8822,FALSE
East Of England,2021-01-26,89,8417,7,501,96,8918,FALSE
East Of England,2021-01-27,94,8511,7,508,101,9019,FALSE
East Of England,2021-01-28,111,8622,12,520,123,9142,FALSE
East Of England,2021-01-29,96,8718,5,525,101,9243,FALSE
East Of England,2021-01-30,85,8803,6,531,91,9334,FALSE
East Of England,2021-01-31,74,8877,8,539,82,9416,FALSE
East Of England,2021-02-01,67,8944,4,543,71,9487,FALSE
East Of England,2021-02-02,75,9019,3,546,78,9565,FALSE
East Of England,2021-02-03,82,9101,7,553,89,9654,FALSE
East Of England,2021-02-04,75,9176,11,564,86,9740,FALSE
East Of England,2021-02-05,66,9242,10,574,76,9816,FALSE
East Of England,2021-02-06,78,9320,6,580,84,9900,FALSE
East Of England,2021-02-07,62,9382,3,583,65,9965,FALSE
East Of England,2021-02-08,74,9456,4,587,78,10043,FALSE
East Of England,2021-02-09,63,9519,5,592,68,10111,FALSE
East Of England,2021-02-10,53,9572,9,601,62,10173,FALSE
East Of England,2021-02-11,52,9624,7,608,59,10232,FALSE
East Of England,2021-02-12,47,9671,3,611,50,10282,FALSE
East Of England,2021-02-13,47,9718,5,616,52,10334,FALSE
East Of England,2021-02-14,33,9751,4,620,37,10371,FALSE
East Of England,2021-02-15,48,9799,4,624,52,10423,FALSE
East Of England,2021-02-16,47,9846,5,629,52,10475,FALSE
East Of England,2021-02-17,46,9892,4,633,50,10525,FALSE
East Of England,2021-02-18,31,9923,7,640,38,10563,FALSE
East Of England,2021-02-19,29,9952,7,647,36,10599,FALSE
East Of England,2021-02-20,31,9983,7,654,38,10637,FALSE
East Of England,2021-02-21,25,10008,2,656,27,10664,FALSE
East Of England,2021-02-22,26,10034,2,658,28,10692,FALSE
East Of England,2021-02-23,28,10062,1,659,29,10721,FALSE
East Of England,2021-02-24,19,10081,6,665,25,10746,FALSE
East Of England,2021-02-25,24,10105,3,668,27,10773,FALSE
East Of England,2021-02-26,15,10120,5,673,20,10793,FALSE
East Of England,2021-02-27,23,10143,5,678,28,10821,FALSE
East Of England,2021-02-28,18,10161,1,679,19,10840,FALSE
East Of England,2021-03-01,18,10179,3,682,21,10861,FALSE
East Of England,2021-03-02,19,10198,3,685,22,10883,FALSE
East Of England,2021-03-03,12,10210,3,688,15,10898,FALSE
East Of England,2021-03-04,19,10229,5,693,24,10922,FALSE
East Of England,2021-03-05,13,10242,2,695,15,10937,FALSE
East Of England,2021-03-06,12,10254,3,698,15,10952,FALSE
East Of England,2021-03-07,16,10270,5,703,21,10973,FALSE
East Of England,2021-03-08,15,10285,2,705,17,10990,FALSE
East Of England,2021-03-09,12,10297,4,709,16,11006,FALSE
East Of England,2021-03-10,9,10306,2,711,11,11017,FALSE
East Of England,2021-03-11,11,10317,4,715,15,11032,FALSE
East Of England,2021-03-12,4,10321,4,719,8,11040,FALSE
East Of England,2021-03-13,11,10332,1,720,12,11052,FALSE
East Of England,2021-03-14,6,10338,1,721,7,11059,FALSE
East Of England,2021-03-15,6,10344,2,723,8,11067,FALSE
East Of England,2021-03-16,8,10352,0,723,8,11075,FALSE
East Of England,2021-03-17,9,10361,5,728,14,11089,FALSE
East Of England,2021-03-18,2,10363,2,730,4,11093,FALSE
East Of England,2021-03-19,4,10367,2,732,6,11099,FALSE
East Of England,2021-03-20,5,10372,2,734,7,11106,FALSE
East Of England,2021-03-21,9,10381,1,735,10,11116,FALSE
East Of England,2021-03-22,3,10384,2,737,5,11121,FALSE
East Of England,2021-03-23,8,10392,0,737,8,11129,FALSE
East Of England,2021-03-24,4,10396,2,739,6,11135,FALSE
East Of England,2021-03-25,6,10402,0,739,6,11141,FALSE
East Of England,2021-03-26,1,10403,3,742,4,11145,FALSE
East Of England,2021-03-27,3,10406,1,743,4,11149,FALSE
East Of England,2021-03-28,3,10409,0,743,3,11152,FALSE
East Of England,2021-03-29,5,10414,1,744,6,11158,FALSE
East Of England,2021-03-30,6,10420,2,746,8,11166,FALSE
East Of England,2021-03-31,2,10422,0,746,2,11168,FALSE
East Of England,2021-04-01,3,10425,2,748,5,11173,FALSE
East Of England,2021-04-02,2,10427,0,748,2,11175,FALSE
East Of England,2021-04-03,6,10433,0,748,6,11181,FALSE
East Of England,2021-04-04,4,10437,1,749,5,11186,FALSE
East Of England,2021-04-05,0,10437,3,752,3,11189,FALSE
East Of England,2021-04-06,0,10437,1,753,1,11190,FALSE
East Of England,2021-04-07,2,10439,2,755,4,11194,FALSE
East Of England,2021-04-08,4,10443,2,757,6,11200,FALSE
East Of England,2021-04-09,2,10445,1,758,3,11203,FALSE
East Of England,2021-04-10,6,10451,2,760,8,11211,FALSE
East Of England,2021-04-11,1,10452,0,760,1,11212,FALSE
East Of England,2021-04-12,1,10453,1,761,2,11214,FALSE
East Of England,2021-04-13,3,10456,2,763,5,11219,FALSE
East Of England,2021-04-14,1,10457,1,764,2,11221,FALSE
East Of England,2021-04-15,1,10458,1,765,2,11223,FALSE
East Of England,2021-04-16,4,10462,1,766,5,11228,FALSE
East Of England,2021-04-17,1,10463,0,766,1,11229,FALSE
East Of England,2021-04-18,3,10466,0,766,3,11232,FALSE
East Of England,2021-04-19,1,10467,0,766,1,11233,FALSE
East Of England,2021-04-20,3,10470,0,766,3,11236,FALSE
East Of England,2021-04-21,2,10472,1,767,3,11239,FALSE
East Of England,2021-04-22,0,10472,0,767,0,11239,FALSE
East Of England,2021-04-23,4,10476,2,769,6,11245,FALSE
East Of England,2021-04-24,0,10476,0,769,0,11245,FALSE
East Of England,2021-04-25,4,10480,0,769,4,11249,FALSE
East Of England,2021-04-26,1,10481,0,769,1,11250,FALSE
East Of England,2021-04-27,4,10485,0,769,4,11254,FALSE
East Of England,2021-04-28,2,10487,1,770,3,11257,FALSE
East Of England,2021-04-29,0,10487,0,770,0,11257,FALSE
East Of England,2021-04-30,1,10488,0,770,1,11258,FALSE
East Of England,2021-05-01,0,10488,0,770,0,11258,FALSE
East Of England,2021-05-02,0,10488,0,770,0,11258,FALSE
East Of England,2021-05-03,0,10488,0,770,0,11258,FALSE
East Of England,2021-05-04,0,10488,1,771,1,11259,FALSE
East Of England,2021-05-05,2,10490,1,772,3,11262,FALSE
East Of England,2021-05-06,4,10494,0,772,4,11266,FALSE
East Of England,2021-05-07,0,10494,0,772,0,11266,FALSE
East Of England,2021-05-08,2,10496,1,773,3,11269,FALSE
East Of England,2021-05-09,0,10496,0,773,0,11269,FALSE
East Of England,2021-05-10,0,10496,0,773,0,11269,FALSE
East Of England,2021-05-11,4,10500,0,773,4,11273,FALSE
East Of England,2021-05-12,0,10500,0,773,0,11273,FALSE
East Of England,2021-05-13,0,10500,1,774,1,11274,FALSE
East Of England,2021-05-14,0,10500,0,774,0,11274,FALSE
East Of England,2021-05-15,0,10500,0,774,0,11274,FALSE
East Of England,2021-05-16,1,10501,1,775,2,11276,FALSE
East Of England,2021-05-17,0,10501,0,775,0,11276,FALSE
East Of England,2021-05-18,1,10502,0,775,1,11277,FALSE
East Of England,2021-05-19,0,10502,0,775,0,11277,FALSE
East Of England,2021-05-20,0,10502,0,775,0,11277,FALSE
East Of England,2021-05-21,1,10503,1,776,2,11279,FALSE
East Of England,2021-05-22,0,10503,0,776,0,11279,FALSE
East Of England,2021-05-23,0,10503,0,776,0,11279,FALSE
East Of England,2021-05-24,0,10503,1,777,1,11280,FALSE
